incident_id,timestamp,network_element,region,raw_log,alarm_type,kpi_summary,packet_loss_percent,latency_ms,call_drop_rate,throughput_mbps,rrc_failure_rate,handover_failure_rate,prb_utilization,sinr_db,fault_category,root_cause,severity,resolution_steps,source_dataset
INC_002025,2024-03-03 10:54:00,eNodeB_8644,Mumbai-West,- 1132549487 2005.11.20 R06-M1-N8-I:J18-U01 2005-11-20-21.04.47.799840 R06-M1-N8-I:J18-U01 RAS KERNEL INFO ciod: generated 128 core files for program /g/g90/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDbglV,Control Stream Failure,"packet_loss=3.75%, latency=103.57ms, call_drop_rate=7.13%, throughput=46.82Mbps, rrc_failure_rate=2.41%, handover_failure_rate=2.73%, prb_utilization=74.55%, sinr=18.45dB",3.75,103.57,7.13,46.82,2.41,2.73,74.55,18.45,Application Crash,Control stream failure between node and management process,High,Check application logs and control stream connectivity,Loghub-BGL
INC_002026,2024-03-01 08:31:00,gNodeB_7822,Delhi-NCR,Receiving block blk_-1753161039594546561 src: /10.251.203.149:33685 dest: /10.251.203.149:50010,Transport Throughput Degradation,"packet_loss=9.08%, latency=113.49ms, call_drop_rate=2.67%, throughput=27.81Mbps, rrc_failure_rate=2.09%, handover_failure_rate=4.56%, prb_utilization=65.5%, sinr=19.0dB",9.08,113.49,2.67,27.81,2.09,4.56,65.5,19.0,Transport Degradation,Temporary throughput reduction on transport link,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_002027,2024-03-01 07:00:00,AMF_1872,Bengaluru-East,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_6093743385844975689 size 67108864,Data Transfer Delay,"packet_loss=3.87%, latency=100.9ms, call_drop_rate=2.64%, throughput=25.73Mbps, rrc_failure_rate=3.05%, handover_failure_rate=4.32%, prb_utilization=48.21%, sinr=22.93dB",3.87,100.9,2.64,25.73,3.05,4.32,48.21,22.93,Transport Degradation,Intermittent degradation in node-to-node data path,Medium,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_002028,2024-03-01 00:45:00,eNodeB_5889,Bengaluru-East,PacketResponder 2 for block blk_572492839287299681 terminating,Transport Stream Failure,"packet_loss=11.74%, latency=278.19ms, call_drop_rate=3.67%, throughput=13.7Mbps, rrc_failure_rate=2.36%, handover_failure_rate=3.86%, prb_utilization=70.65%, sinr=12.11dB",11.74,278.19,3.67,13.7,2.36,3.86,70.65,12.11,Backhaul Issue,Packet forwarding interruption on transport path,Critical,Escalate to transport team for backhaul path validation,Loghub-HDFS
INC_002029,2024-03-01 15:24:00,AggregationRouter_6500,Gurugram-Sector-44,- 1118769489 2005.06.14 R20-M0-N3-C:J06-U01 2005-06-14-10.18.09.061481 R20-M0-N3-C:J06-U01 RAS KERNEL FATAL instruction address: 0x00004ed8,Application Core Dump,"packet_loss=8.4%, latency=105.62ms, call_drop_rate=4.98%, throughput=26.56Mbps, rrc_failure_rate=2.47%, handover_failure_rate=2.73%, prb_utilization=57.78%, sinr=19.63dB",8.4,105.62,4.98,26.56,2.47,2.73,57.78,19.63,Application Crash,Runtime process failure,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_002030,2024-03-02 01:12:00,AggregationRouter_9973,Pune-Hinjewadi,- 1120216152 2005.07.01 R34-M0-N7-C:J08-U11 2005-07-01-04.09.12.043520 R34-M0-N7-C:J08-U11 RAS KERNEL INFO generating core.16594,Process Crash,"packet_loss=6.13%, latency=216.17ms, call_drop_rate=6.3%, throughput=53.84Mbps, rrc_failure_rate=6.92%, handover_failure_rate=5.12%, prb_utilization=72.94%, sinr=18.08dB",6.13,216.17,6.3,53.84,6.92,5.12,72.94,18.08,Application Crash,Control stream failure between node and management process,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_002031,2024-03-01 08:00:00,gNodeB_6267,Pune-Hinjewadi,10.251.214.112:50010:Got exception while serving blk_5905933788014151041 to /10.251.214.112:,Session Establishment Failure,"packet_loss=7.91%, latency=199.74ms, call_drop_rate=7.31%, throughput=29.3Mbps, rrc_failure_rate=9.09%, handover_failure_rate=3.77%, prb_utilization=65.63%, sinr=23.65dB",7.91,199.74,7.31,29.3,9.09,3.77,65.63,23.65,Core Network Issue,Node service unable to complete request processing,High,Escalate to core network operations team,Loghub-HDFS
INC_002032,2024-03-01 12:29:00,CellSite_3540,Hyderabad-HITEC-City,Receiving block blk_-3172594752427649592 src: /10.251.198.196:57807 dest: /10.251.198.196:50010,Data Transfer Delay,"packet_loss=8.78%, latency=106.05ms, call_drop_rate=3.95%, throughput=10.18Mbps, rrc_failure_rate=2.41%, handover_failure_rate=4.34%, prb_utilization=46.75%, sinr=13.65dB",8.78,106.05,3.95,10.18,2.41,4.34,46.75,13.65,Transport Degradation,Temporary throughput reduction on transport link,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_002033,2024-03-01 19:03:00,CellSite_3799,Bengaluru-East,- 1119571364 2005.06.23 R23-M1-N7-C:J14-U01 2005-06-23-17.02.44.950044 R23-M1-N7-C:J14-U01 RAS KERNEL INFO 3091200 double-hummer alignment exceptions,ECC Memory Correction,"packet_loss=2.97%, latency=107.07ms, call_drop_rate=1.34%, throughput=62.44Mbps, rrc_failure_rate=3.91%, handover_failure_rate=3.91%, prb_utilization=59.48%, sinr=16.92dB",2.97,107.07,1.34,62.44,3.91,3.91,59.48,16.92,Memory/Cache Error,ECC memory correction event,Medium,"Monitor repeated parity errors, check memory diagnostics, and replace memory module if recurring",Loghub-BGL
INC_002034,2024-03-04 14:20:00,gNodeB_8853,Chennai-OMR,Receiving block blk_-3417101330634563680 src: /10.251.110.68:44200 dest: /10.251.110.68:50010,Block Transfer Latency,"packet_loss=3.42%, latency=146.14ms, call_drop_rate=5.48%, throughput=37.32Mbps, rrc_failure_rate=1.11%, handover_failure_rate=3.69%, prb_utilization=77.58%, sinr=16.69dB",3.42,146.14,5.48,37.32,1.11,3.69,77.58,16.69,Transport Degradation,High transport latency during data transfer,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_002035,2024-03-03 02:52:00,AMF_3094,Chennai-OMR,"- 1130770293 2005.10.31 R74-M1-NC-C:J15-U11 2005-10-31-06.51.33.260350 R74-M1-NC-C:J15-U11 RAS KERNEL INFO 4 ddr errors(s) detected and corrected on rank 0, symbol 24, bit 1",ECC Memory Correction,"packet_loss=2.5%, latency=94.16ms, call_drop_rate=3.48%, throughput=54.04Mbps, rrc_failure_rate=1.34%, handover_failure_rate=1.55%, prb_utilization=37.01%, sinr=21.86dB",2.5,94.16,3.48,54.04,1.34,1.55,37.01,21.86,Memory/Cache Error,Processor cache parity fault,Medium,"Monitor repeated parity errors, check memory diagnostics, and replace memory module if recurring",Loghub-BGL
INC_002036,2024-03-03 21:36:00,UPF_2770,Pune-Hinjewadi,BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_000585_0/part-00585. blk_8561332122820208519,No Major Alarm,"packet_loss=1.4%, latency=66.39ms, call_drop_rate=0.45%, throughput=119.27Mbps, rrc_failure_rate=0.7%, handover_failure_rate=0.28%, prb_utilization=45.54%, sinr=20.39dB",1.4,66.39,0.45,119.27,0.7,0.28,45.54,20.39,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-HDFS
INC_002037,2024-03-01 09:40:00,AMF_1530,Delhi-NCR,Receiving block blk_699651392443620263 src: /10.251.70.5:34703 dest: /10.251.70.5:50010,Block Transfer Latency,"packet_loss=8.61%, latency=178.32ms, call_drop_rate=5.81%, throughput=15.0Mbps, rrc_failure_rate=3.43%, handover_failure_rate=4.13%, prb_utilization=46.22%, sinr=12.81dB",8.61,178.32,5.81,15.0,3.43,4.13,46.22,12.81,Transport Degradation,Intermittent degradation in node-to-node data path,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_002038,2024-03-03 02:15:00,UPF_3394,Mumbai-West,- 1121598731 2005.07.17 R17-M1-N9-C:J09-U01 2005-07-17-04.12.11.971953 R17-M1-N9-C:J09-U01 RAS KERNEL INFO generating core.47690,Process Crash,"packet_loss=3.93%, latency=205.49ms, call_drop_rate=6.27%, throughput=28.19Mbps, rrc_failure_rate=6.67%, handover_failure_rate=3.37%, prb_utilization=53.93%, sinr=12.04dB",3.93,205.49,6.27,28.19,6.67,3.37,53.93,12.04,Application Crash,Runtime process failure,High,Check application logs and control stream connectivity,Loghub-BGL
INC_002039,2024-03-03 17:16:00,MME_9868,Pune-Hinjewadi,"- 1133928447 2005.12.06 R37-M1-N1-C:J02-U01 2005-12-06-20.07.27.653573 R37-M1-N1-C:J02-U01 RAS KERNEL INFO Kernel detected 3945740 integer alignment exceptions (3945733) iar 0x00544ea8, dear 0x01ef7960 (3945734) iar 0x00544eb8, dear 0x01ef7980 (3945735) iar 0x00544ea8, dear 0x01ef79a0 (3945736) iar 0x00544eb8, dear 0x01ef79c0 (3945737) iar 0x00544ee0, dear 0x01ef79e0 (3945738) iar 0x00544ef0, dear 0x01ef7a00 (3945739) iar 0x00544ee0, dear 0x01ef7a20 (3945740) iar 0x00544ef0, dear 0x01ef7a40",Memory Parity Alarm,"packet_loss=1.82%, latency=137.93ms, call_drop_rate=2.55%, throughput=50.63Mbps, rrc_failure_rate=2.93%, handover_failure_rate=0.58%, prb_utilization=50.1%, sinr=21.7dB",1.82,137.93,2.55,50.63,2.93,0.58,50.1,21.7,Memory/Cache Error,Correctable memory or cache parity error,High,"Monitor repeated parity errors, check memory diagnostics, and replace memory module if recurring",Loghub-BGL
INC_002040,2024-03-02 17:51:00,MME_9552,Bengaluru-East,- 1121172988 2005.07.12 R15-M0-N8-C:J02-U11 2005-07-12-05.56.28.419299 R15-M0-N8-C:J02-U11 RAS KERNEL INFO generating core.5967,Control Stream Failure,"packet_loss=10.07%, latency=153.81ms, call_drop_rate=4.83%, throughput=25.13Mbps, rrc_failure_rate=6.56%, handover_failure_rate=2.2%, prb_utilization=60.73%, sinr=21.29dB",10.07,153.81,4.83,25.13,6.56,2.2,60.73,21.29,Application Crash,Control stream failure between node and management process,High,Check application logs and control stream connectivity,Loghub-BGL
INC_002041,2024-03-01 18:54:00,CellSite_3799,Bengaluru-East,BLOCK* NameSystem.delete: blk_6031076349976322578 is added to invalidSet of 10.251.67.225:50010,Replication Policy Violation,"packet_loss=5.94%, latency=136.09ms, call_drop_rate=2.6%, throughput=52.44Mbps, rrc_failure_rate=9.54%, handover_failure_rate=11.78%, prb_utilization=67.54%, sinr=12.08dB",5.94,136.09,2.6,52.44,9.54,11.78,67.54,12.08,Configuration Error,Invalid replication or routing configuration,High,"Validate configuration consistency, compare with golden config, and repair missing mappings",Loghub-HDFS
INC_002042,2024-03-01 12:30:00,MME_7767,Hyderabad-HITEC-City,- 1119478812 2005.06.22 R20-M0-N3-C:J14-U01 2005-06-22-15.20.12.174541 R20-M0-N3-C:J14-U01 RAS KERNEL INFO 1969920 double-hummer alignment exceptions,Memory Parity Alarm,"packet_loss=2.26%, latency=104.42ms, call_drop_rate=3.85%, throughput=42.44Mbps, rrc_failure_rate=4.41%, handover_failure_rate=2.22%, prb_utilization=40.5%, sinr=17.32dB",2.26,104.42,3.85,42.44,4.41,2.22,40.5,17.32,Memory/Cache Error,ECC memory correction event,Medium,"Monitor repeated parity errors, check memory diagnostics, and replace memory module if recurring",Loghub-BGL
INC_002043,2024-03-02 13:33:00,UPF_4268,Mumbai-West,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.193:50010 is added to blk_7415823309220171667 size 67108864,Data Transfer Delay,"packet_loss=9.44%, latency=167.62ms, call_drop_rate=2.69%, throughput=25.25Mbps, rrc_failure_rate=4.5%, handover_failure_rate=4.22%, prb_utilization=49.87%, sinr=21.21dB",9.44,167.62,2.69,25.25,4.5,4.22,49.87,21.21,Transport Degradation,High transport latency during data transfer,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_002044,2024-03-02 15:57:00,MME_2629,Mumbai-West,10.250.10.223:50010:Got exception while serving blk_9095955277706686312 to /10.250.5.161:,Session Establishment Failure,"packet_loss=4.07%, latency=186.02ms, call_drop_rate=9.67%, throughput=9.76Mbps, rrc_failure_rate=14.4%, handover_failure_rate=5.41%, prb_utilization=62.89%, sinr=17.6dB",4.07,186.02,9.67,9.76,14.4,5.41,62.89,17.6,Core Network Issue,Node service unable to complete request processing,High,Escalate to core network operations team,Loghub-HDFS
INC_002045,2024-03-04 06:05:00,CellSite_9819,Delhi-NCR,PacketResponder 0 for block blk_-9132218772786220159 terminating,Backhaul Packet Loss Alarm,"packet_loss=19.22%, latency=236.26ms, call_drop_rate=5.19%, throughput=23.51Mbps, rrc_failure_rate=1.7%, handover_failure_rate=2.62%, prb_utilization=42.7%, sinr=15.55dB",19.22,236.26,5.19,23.51,1.7,2.62,42.7,15.55,Backhaul Issue,Transport pipeline termination between nodes,Critical,"Check transport link stability, validate packet drops, and inspect router interface errors",Loghub-HDFS
INC_002046,2024-03-03 14:40:00,AMF_4050,Delhi-NCR,- 1121313971 2005.07.13 R21-M0-NA-C:J11-U11 2005-07-13-21.06.11.111463 R21-M0-NA-C:J11-U11 RAS KERNEL INFO generating core.27197,Process Crash,"packet_loss=5.52%, latency=170.74ms, call_drop_rate=6.83%, throughput=58.3Mbps, rrc_failure_rate=3.9%, handover_failure_rate=2.53%, prb_utilization=81.57%, sinr=13.09dB",5.52,170.74,6.83,58.3,3.9,2.53,81.57,13.09,Application Crash,Control stream failure between node and management process,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_002047,2024-03-01 22:02:00,eNodeB_2498,Bengaluru-East,- 1125084517 2005.08.26 R77-M0-N8-C:J09-U01 2005-08-26-12.28.37.922676 R77-M0-N8-C:J09-U01 RAS KERNEL INFO iar 003a9260 dear 00e24bd8,No Major Alarm,"packet_loss=1.39%, latency=59.74ms, call_drop_rate=0.37%, throughput=78.52Mbps, rrc_failure_rate=0.07%, handover_failure_rate=0.35%, prb_utilization=45.31%, sinr=26.38dB",1.39,59.74,0.37,78.52,0.07,0.35,45.31,26.38,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_002048,2024-03-05 07:44:00,AMF_8414,Hyderabad-HITEC-City,Receiving block blk_8116683912654412228 src: /10.251.39.179:42019 dest: /10.251.39.179:50010,Transport Throughput Degradation,"packet_loss=9.26%, latency=105.32ms, call_drop_rate=3.55%, throughput=22.18Mbps, rrc_failure_rate=1.19%, handover_failure_rate=4.9%, prb_utilization=64.71%, sinr=17.15dB",9.26,105.32,3.55,22.18,1.19,4.9,64.71,17.15,Transport Degradation,Intermittent degradation in node-to-node data path,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_002049,2024-03-03 22:00:00,AggregationRouter_9113,Chennai-OMR,Deleting block blk_-5014786445735476734 file /mnt/hadoop/dfs/data/current/subdir9/blk_-5014786445735476734,Transport Throughput Degradation,"packet_loss=9.17%, latency=97.6ms, call_drop_rate=5.26%, throughput=35.28Mbps, rrc_failure_rate=4.67%, handover_failure_rate=2.04%, prb_utilization=75.91%, sinr=17.55dB",9.17,97.6,5.26,35.28,4.67,2.04,75.91,17.55,Transport Degradation,Intermittent degradation in node-to-node data path,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_002050,2024-03-01 16:52:00,AMF_7076,Bengaluru-East,Receiving block blk_2972699288862031202 src: /10.250.5.161:51077 dest: /10.250.5.161:50010,Block Transfer Latency,"packet_loss=9.36%, latency=219.58ms, call_drop_rate=5.76%, throughput=43.85Mbps, rrc_failure_rate=3.39%, handover_failure_rate=3.99%, prb_utilization=46.59%, sinr=15.04dB",9.36,219.58,5.76,43.85,3.39,3.99,46.59,15.04,Transport Degradation,Intermittent degradation in node-to-node data path,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_002051,2024-03-01 08:50:00,UPF_7418,Mumbai-West,- 1120260098 2005.07.01 R33-M0-N8-C:J07-U01 2005-07-01-16.21.38.233353 R33-M0-N8-C:J07-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions,Memory Parity Alarm,"packet_loss=1.98%, latency=60.48ms, call_drop_rate=4.61%, throughput=64.33Mbps, rrc_failure_rate=2.78%, handover_failure_rate=2.2%, prb_utilization=35.79%, sinr=20.39dB",1.98,60.48,4.61,64.33,2.78,2.2,35.79,20.39,Memory/Cache Error,Correctable memory or cache parity error,High,Review ECC counters and node health; escalate if error rate increases,Loghub-BGL
INC_002052,2024-03-03 21:48:00,eNodeB_5419,Gurugram-Sector-44,Received block blk_5174461779237739025 of size 67108864 from /10.250.14.143,Block Transfer Latency,"packet_loss=8.89%, latency=109.72ms, call_drop_rate=4.21%, throughput=21.09Mbps, rrc_failure_rate=1.88%, handover_failure_rate=4.22%, prb_utilization=73.88%, sinr=14.44dB",8.89,109.72,4.21,21.09,1.88,4.22,73.88,14.44,Transport Degradation,High transport latency during data transfer,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_002053,2024-03-01 21:14:00,UPF_9775,Chennai-OMR,- 1120929262 2005.07.09 R11-M1-N5-C:J12-U11 2005-07-09-10.14.22.332626 R11-M1-N5-C:J12-U11 RAS KERNEL INFO generating core.10793,Application Core Dump,"packet_loss=9.41%, latency=230.58ms, call_drop_rate=6.47%, throughput=15.81Mbps, rrc_failure_rate=4.21%, handover_failure_rate=5.27%, prb_utilization=83.16%, sinr=18.92dB",9.41,230.58,6.47,15.81,4.21,5.27,83.16,18.92,Application Crash,Control stream failure between node and management process,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_002054,2024-03-03 15:30:00,eNodeB_7563,Chennai-OMR,"- 1124611136 2005.08.21 R11-M1-N2-C:J12-U01 2005-08-21-00.58.56.344729 R11-M1-N2-C:J12-U01 RAS KERNEL INFO CE sym 3, at 0x0b19b8a0, mask 0x08",Cache Error Alarm,"packet_loss=1.93%, latency=70.94ms, call_drop_rate=2.9%, throughput=44.46Mbps, rrc_failure_rate=1.0%, handover_failure_rate=1.15%, prb_utilization=44.95%, sinr=26.02dB",1.93,70.94,2.9,44.46,1.0,1.15,44.95,26.02,Memory/Cache Error,Processor cache parity fault,Medium,Run node diagnostics and verify memory/cache error counters,Loghub-BGL
INC_002055,2024-03-01 12:24:00,eNodeB_5298,Bengaluru-East,KERNSTOR 1118765205 2005.06.14 R15-M1-NF-C:J11-U11 2005-06-14-09.06.45.752792 R15-M1-NF-C:J11-U11 RAS KERNEL FATAL data storage interrupt,Process Crash,"packet_loss=9.05%, latency=120.87ms, call_drop_rate=6.51%, throughput=50.44Mbps, rrc_failure_rate=2.38%, handover_failure_rate=1.51%, prb_utilization=79.88%, sinr=14.24dB",9.05,120.87,6.51,50.44,2.38,1.51,79.88,14.24,Application Crash,Application process crash generated core dump,High,Check application logs and control stream connectivity,Loghub-BGL
INC_002056,2024-03-01 08:27:00,eNodeB_6132,Delhi-NCR,Receiving block blk_-4956232013010963754 src: /10.251.126.22:58984 dest: /10.251.126.22:50010,Data Transfer Delay,"packet_loss=3.29%, latency=113.32ms, call_drop_rate=2.68%, throughput=27.25Mbps, rrc_failure_rate=2.36%, handover_failure_rate=2.87%, prb_utilization=48.14%, sinr=20.52dB",3.29,113.32,2.68,27.25,2.36,2.87,48.14,20.52,Transport Degradation,High transport latency during data transfer,Medium,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_002057,2024-03-02 07:15:00,MME_7283,Delhi-NCR,Receiving block blk_8942969309743886844 src: /10.251.110.68:58266 dest: /10.251.110.68:50010,Block Transfer Latency,"packet_loss=9.69%, latency=152.68ms, call_drop_rate=4.16%, throughput=18.52Mbps, rrc_failure_rate=1.68%, handover_failure_rate=4.78%, prb_utilization=69.5%, sinr=13.27dB",9.69,152.68,4.16,18.52,1.68,4.78,69.5,13.27,Transport Degradation,High transport latency during data transfer,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_002058,2024-03-01 17:48:00,AggregationRouter_5072,Mumbai-West,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001817_0/part-01817. blk_3291173852929756766,No Major Alarm,"packet_loss=0.1%, latency=52.75ms, call_drop_rate=0.01%, throughput=109.47Mbps, rrc_failure_rate=0.63%, handover_failure_rate=0.74%, prb_utilization=52.57%, sinr=20.69dB",0.1,52.75,0.01,109.47,0.63,0.74,52.57,20.69,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-HDFS
